subid,ntrial,estim,correct,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,response_onset,response_dur,id_distrac,dist_dur
28,1,1,1,0.333,0.967,0,12,34,20,55,90,1,20
28,2,8,1,NA,NA,0,12,34,20,55,90,3,20
28,3,3,1,0.334,5.1,0,12,34,20,55,90,6,20
28,4,1,1,0.317,7.15,0,12,34,20,55,90,nan,20
28,5,3,1,0.334,9.233,0,12,34,20,55,180,nan,20
28,6,6,1,NA,NA,0,12,34,20,55,180,nan,20
28,7,4,1,0.371,16.404,0,12,34,20,55,180,nan,20
28,8,4,1,0.4,20.0,0,12,34,20,55,180,4,20
28,9,8,1,NA,NA,0,12,34,20,55,180,nan,20
28,10,1,1,0.3,27.05,0,12,34,20,55,180,nan,20
28,11,7,0,0.317,30.633,0,12,34,20,55,90,7,20
28,12,3,1,0.334,32.716,0,12,34,20,55,90,nan,20
28,13,8,1,NA,NA,0,12,34,20,55,90,7,20
28,14,3,1,0.381,36.899,0,12,34,20,55,180,nan,20
28,15,1,1,0.3,40.399,0,12,34,20,55,90,6,20
28,16,6,1,NA,NA,0,12,34,20,55,90,3,20
28,17,7,1,NA,NA,0,12,34,20,55,90,6,20
28,18,7,1,NA,NA,0,12,34,20,55,90,nan,20
28,19,6,1,NA,NA,0,12,34,20,55,90,nan,20
28,20,3,1,0.4,50.832,0,12,34,20,55,180,nan,20
28,21,2,1,0.35,54.349,0,12,34,20,55,90,nan,20
28,22,2,1,0.367,56.432,0,12,34,20,55,180,nan,20
28,23,6,1,NA,NA,0,12,34,20,55,180,nan,20
28,24,7,1,NA,NA,0,12,34,20,55,180,8,20
28,25,7,1,NA,NA,0,12,34,20,55,180,6,20
28,26,8,1,NA,NA,0,12,34,20,55,180,6,20
28,27,6,1,NA,NA,0,12,34,20,55,180,1,20
28,28,6,1,NA,NA,0,12,34,20,55,180,2,20
28,29,4,1,0.367,81.465,0,12,34,20,55,180,nan,20
28,30,4,1,0.367,85.032,0,12,34,20,55,90,nan,20
