subid,ntrial,estim,correct,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,response_onset,response_dur,id_distrac,dist_dur
14,1,7,1,NA,NA,0,12,34,20,55,90,nan,20
14,2,1,1,0.084,2.716,0,12,34,20,55,180,1,20
14,3,2,1,0.384,6.583,0,12,34,20,55,180,nan,20
14,4,1,1,0.401,10.165,0,12,34,20,55,180,7,20
14,5,8,1,NA,NA,0,12,34,20,55,180,3,20
14,6,8,1,NA,NA,0,12,34,20,55,180,7,20
14,7,8,1,NA,NA,0,12,34,20,55,90,nan,20
14,8,3,1,0.517,23.047,0,12,34,20,55,90,4,20
14,9,2,1,0.5,25.096,0,12,34,20,55,180,7,20
14,10,1,1,0.383,28.546,0,12,34,20,55,180,nan,20
14,11,1,1,0.351,32.079,0,12,34,20,55,90,8,20
14,12,4,1,0.451,34.245,0,12,34,20,55,90,nan,20
14,13,8,1,NA,NA,0,12,34,20,55,180,nan,20
14,14,2,1,0.368,39.795,0,12,34,20,55,180,4,20
14,15,8,1,NA,NA,0,12,34,20,55,180,nan,20
14,16,7,1,NA,NA,0,12,34,20,55,90,nan,20
14,17,7,1,NA,NA,0,12,34,20,55,180,6,20
14,18,3,1,0.435,52.627,0,12,34,20,55,90,nan,20
14,19,3,1,0.401,54.659,0,12,34,20,55,180,nan,20
14,20,2,1,0.4,58.225,0,12,34,20,55,180,7,20
14,21,7,1,NA,NA,0,12,34,20,55,180,nan,20
14,22,2,1,0.334,65.291,0,12,34,20,55,90,nan,20
14,23,8,1,NA,NA,0,12,34,20,55,90,2,20
14,24,6,0,0.334,69.424,0,12,34,20,55,180,1,20
14,25,8,1,NA,NA,0,12,34,20,55,90,nan,20
14,26,7,1,NA,NA,0,12,34,20,55,90,nan,20
14,27,4,1,0.467,77.256,0,12,34,20,55,90,7,20
14,28,4,1,0.434,79.289,0,12,34,20,55,90,nan,20
14,29,7,1,NA,NA,0,12,34,20,55,180,7,20
14,30,8,1,NA,NA,0,12,34,20,55,90,nan,20
