subid,ntrial,estim,correct,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,response_onset,response_dur,id_distrac,dist_dur
22,1,7,1,NA,NA,0,12,34,20,55,180,6,20
22,2,1,1,0.917,5.167,0,12,34,20,55,180,2,20
22,3,2,1,0.916,8.732,0,12,34,20,55,180,1,20
22,4,6,1,NA,NA,0,12,34,20,55,180,3,20
22,5,2,1,0.834,15.782,0,12,34,20,55,90,8,20
22,6,7,1,NA,NA,0,12,34,20,55,180,nan,20
22,7,8,1,NA,NA,0,12,34,20,55,180,nan,20
22,8,3,1,0.984,25.131,0,12,34,20,55,90,nan,20
22,9,1,1,1.117,27.331,0,12,34,20,55,180,6,20
22,10,8,1,NA,NA,0,12,34,20,55,180,nan,20
22,11,7,1,NA,NA,0,12,34,20,55,90,3,20
22,12,6,1,NA,NA,0,12,34,20,55,90,nan,20
22,13,1,1,0.699,38.178,0,12,34,20,55,90,4,20
22,14,1,1,0.65,40.196,0,12,34,20,55,90,8,20
22,15,1,1,0.568,42.179,0,12,34,20,55,90,6,20
22,16,8,1,NA,NA,0,12,34,20,55,180,nan,20
22,17,8,1,NA,NA,0,12,34,20,55,180,nan,20
22,18,1,1,0.634,51.445,0,12,34,20,55,180,nan,20
22,19,8,1,NA,NA,0,12,34,20,55,180,nan,20
22,20,3,1,0.534,58.477,0,12,34,20,55,180,nan,20
22,21,2,1,0.6,62.11,0,12,34,20,55,180,3,20
22,22,8,1,NA,NA,0,12,34,20,55,180,6,20
22,23,3,1,0.568,69.209,0,12,34,20,55,180,nan,20
22,24,6,1,NA,NA,0,12,34,20,55,90,nan,20
22,25,3,1,0.584,74.858,0,12,34,20,55,180,nan,20
22,26,8,1,NA,NA,0,12,34,20,55,180,nan,20
22,27,7,1,NA,NA,0,12,34,20,55,180,nan,20
22,28,1,1,0.618,85.59,0,12,34,20,55,90,2,20
22,29,7,1,NA,NA,0,12,34,20,55,90,4,20
22,30,4,1,0.651,89.756,0,12,34,20,55,180,nan,20
