subid,ntrial,estim,correct,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,response_onset,response_dur,id_distrac,dist_dur
26,1,7,1,NA,NA,0,12,34,20,55,180,nan,20
26,2,8,1,NA,NA,0,12,34,20,55,90,nan,20
26,3,4,1,0.534,6.735,0,12,34,20,55,90,6,20
26,4,6,1,NA,NA,0,12,34,20,55,180,nan,20
26,5,7,1,NA,NA,0,12,34,20,55,180,nan,20
26,6,3,1,0.467,15.867,0,12,34,20,55,180,nan,20
26,7,1,1,0.416,19.382,0,12,34,20,55,180,7,20
26,8,4,1,0.367,22.899,0,12,34,20,55,90,nan,20
26,9,6,1,NA,NA,0,12,34,20,55,180,6,20
26,10,3,1,0.351,28.516,0,12,34,20,55,180,3,20
26,11,3,1,0.534,32.265,0,12,34,20,55,90,1,20
26,12,3,1,0.501,34.298,0,12,34,20,55,90,nan,20
26,13,8,1,NA,NA,0,12,34,20,55,180,7,20
26,14,7,1,NA,NA,0,12,34,20,55,180,nan,20
26,15,3,1,0.551,43.547,0,12,34,20,55,180,nan,20
26,16,3,1,0.617,47.18,0,12,34,20,55,90,nan,20
26,17,3,1,0.401,49.03,0,12,34,20,55,90,2,20
26,18,7,1,NA,NA,0,12,34,20,55,180,nan,20
26,19,2,1,0.601,54.862,0,12,34,20,55,180,6,20
26,20,2,1,0.501,58.328,0,12,34,20,55,90,nan,20
26,21,2,1,0.351,60.245,0,12,34,20,55,180,8,20
26,22,6,1,NA,NA,0,12,34,20,55,90,6,20
26,23,8,1,NA,NA,0,12,34,20,55,90,nan,20
26,24,7,1,NA,NA,0,12,34,20,55,90,6,20
26,25,7,1,NA,NA,0,12,34,20,55,90,3,20
26,26,7,1,NA,NA,0,12,34,20,55,180,8,20
26,27,3,1,0.434,75.726,0,12,34,20,55,180,nan,20
26,28,3,1,0.534,79.392,0,12,34,20,55,90,1,20
26,29,7,1,NA,NA,0,12,34,20,55,90,nan,20
26,30,7,1,NA,NA,0,12,34,20,55,180,nan,20
