subid,ntrial,estim,correct,response_time,cumulative_response_time,fixation_onset,fixation_dur,stim_onset,stim_dur,response_onset,response_dur,id_distrac,dist_dur
18,1,6,0,0.134,0.701,0,12,34,20,55,90,2,20
18,2,8,1,NA,NA,0,12,34,20,55,180,nan,20
18,3,1,1,0.351,6.551,0,12,34,20,55,90,8,20
18,4,4,1,0.384,8.651,0,12,34,20,55,180,nan,20
18,5,7,1,NA,NA,0,12,34,20,55,90,4,20
18,6,6,1,NA,NA,0,12,34,20,55,180,3,20
18,7,6,1,NA,NA,0,12,34,20,55,180,8,20
18,8,8,1,NA,NA,0,12,34,20,55,90,8,20
18,9,3,1,0.768,23.865,0,12,34,20,55,180,nan,20
18,10,2,1,0.368,27.031,0,12,34,20,55,180,nan,20
18,11,4,1,0.384,30.614,0,12,34,20,55,90,6,20
18,12,8,1,NA,NA,0,12,34,20,55,90,nan,20
18,13,4,1,0.351,34.714,0,12,34,20,55,180,7,20
18,14,8,1,NA,NA,0,12,34,20,55,90,4,20
18,15,2,1,0.401,40.396,0,12,34,20,55,90,nan,20
18,16,3,1,0.601,42.663,0,12,34,20,55,90,nan,20
18,17,2,1,0.283,44.412,0,12,34,20,55,180,6,20
18,18,6,0,0.701,48.395,0,12,34,20,55,180,nan,20
18,19,6,1,NA,NA,0,12,34,20,55,180,nan,20
18,20,7,1,NA,NA,0,12,34,20,55,180,nan,20
18,21,7,1,NA,NA,0,12,34,20,55,90,nan,20
18,22,3,1,0.467,60.927,0,12,34,20,55,90,nan,20
18,23,1,1,0.284,62.81,0,12,34,20,55,180,8,20
18,24,8,1,NA,NA,0,12,34,20,55,90,nan,20
18,25,4,1,0.467,68.626,0,12,34,20,55,180,nan,20
18,26,3,1,0.334,72.059,0,12,34,20,55,90,nan,20
18,27,7,1,NA,NA,0,12,34,20,55,180,4,20
18,28,1,1,0.284,77.641,0,12,34,20,55,90,6,20
18,29,7,1,NA,NA,0,12,34,20,55,180,2,20
18,30,1,1,0.318,83.307,0,12,34,20,55,180,nan,20
